step,timestamp,split,vibration_rms,temperature_c,current_a,speed_rpm,acoustic_db,pressure_kpa
0,2026-07-01T13:00:00,history,1.19262,53.0108,122.12343,1187.02996,62.51511,409.98223
1,2026-07-01T13:00:01,history,1.13696,52.83481,123.95325,1185.00062,62.10173,407.21205
2,2026-07-01T13:00:02,history,1.28975,53.05131,125.98773,1187.61998,63.09409,413.11241
3,2026-07-01T13:00:03,history,1.26487,52.72911,121.43248,1200.94039,62.75167,409.43551
4,2026-07-01T13:00:04,history,1.40351,53.20949,128.02919,1193.99642,63.19094,411.94796
5,2026-07-01T13:00:05,history,1.4088,54.30093,126.186,1201.96877,62.53469,414.57585
6,2026-07-01T13:00:06,history,1.46947,53.68972,127.65012,1194.12834,63.87317,413.65699
7,2026-07-01T13:00:07,history,1.42287,54.46642,127.64715,1204.10031,63.3175,415.54597
8,2026-07-01T13:00:08,history,1.44662,54.1584,124.15978,1206.59188,62.78276,416.33748
9,2026-07-01T13:00:09,history,1.42592,54.48402,126.75591,1201.12535,63.70844,417.48866
10,2026-07-01T13:00:10,history,1.39839,54.98208,122.83929,1207.82281,65.0207,414.3049
11,2026-07-01T13:00:11,history,1.48991,55.11967,124.04143,1213.10097,65.0359,419.52482
12,2026-07-01T13:00:12,history,1.45287,54.90185,126.71318,1206.6919,64.34648,418.37988
13,2026-07-01T13:00:13,history,1.49942,55.83514,131.93847,1227.19174,63.64595,418.91412
14,2026-07-01T13:00:14,history,1.5378,55.70697,124.90624,1206.66452,65.0302,421.79486
15,2026-07-01T13:00:15,history,1.45407,55.24859,119.43214,1205.81643,64.97876,420.74514
16,2026-07-01T13:00:16,history,1.5795,55.36362,126.25084,1200.48512,62.70341,416.72645
17,2026-07-01T13:00:17,history,1.68004,56.42402,124.08752,1211.32846,64.5314,421.06236
18,2026-07-01T13:00:18,history,1.57582,55.92259,126.31233,1204.54656,64.57289,417.56247
19,2026-07-01T13:00:19,history,1.60688,56.76539,122.14927,1213.45148,64.79842,419.44247
20,2026-07-01T13:00:20,history,1.60141,55.50279,124.38287,1212.50416,63.81984,416.20564
21,2026-07-01T13:00:21,history,1.61569,55.9924,124.59205,1218.99751,65.2871,418.74265
22,2026-07-01T13:00:22,history,1.53425,57.64653,122.52938,1220.47879,65.19173,423.68927
23,2026-07-01T13:00:23,history,1.53362,56.38166,127.72614,1212.45656,63.77348,420.70507
24,2026-07-01T13:00:24,history,1.48132,58.18456,123.53842,1231.14136,64.88476,422.08759
25,2026-07-01T13:00:25,history,1.33474,58.87326,123.98264,1215.23178,65.48449,422.61559
26,2026-07-01T13:00:26,history,1.44069,58.71241,122.64669,1223.76759,64.64744,421.53173
27,2026-07-01T13:00:27,history,1.16438,58.85554,122.27274,1219.17775,63.48721,422.62713
28,2026-07-01T13:00:28,history,1.47885,57.93759,127.9792,1229.08839,64.49765,423.6967
29,2026-07-01T13:00:29,history,1.53477,58.31495,125.08603,1226.71694,65.76459,422.67713
30,2026-07-01T13:00:30,history,1.24688,59.34967,122.34713,1223.29937,64.64692,425.80862
31,2026-07-01T13:00:31,history,1.11057,58.8665,128.31315,1217.86694,64.16538,423.22647
32,2026-07-01T13:00:32,history,1.40512,57.85863,129.02681,1216.4721,65.33228,423.15181
33,2026-07-01T13:00:33,history,0.99235,59.46933,117.03784,1224.28002,64.02003,421.71008
34,2026-07-01T13:00:34,history,1.30103,59.20237,123.35446,1213.40177,65.17673,423.79548
35,2026-07-01T13:00:35,history,1.19899,59.40478,124.74338,1216.85947,63.62469,423.63283
36,2026-07-01T13:00:36,history,1.09014,59.98914,123.0152,1212.25152,62.94088,428.30544
37,2026-07-01T13:00:37,history,1.1675,60.33462,119.42762,1215.8127,63.81594,422.37426
38,2026-07-01T13:00:38,history,0.86708,59.90805,120.60552,1212.97829,62.49546,423.2481
39,2026-07-01T13:00:39,history,1.20556,58.43738,125.25682,1215.06955,62.94189,423.54803
40,2026-07-01T13:00:40,history,1.28756,57.99977,124.91834,1220.34172,64.1928,423.68132
41,2026-07-01T13:00:41,history,1.21487,58.40597,122.01744,1218.12785,63.934,422.40431
42,2026-07-01T13:00:42,history,1.0819,58.94152,119.13232,1222.49064,64.95662,428.44011
43,2026-07-01T13:00:43,history,0.92061,60.25655,115.44229,1195.52768,59.22801,414.09976
44,2026-07-01T13:00:44,history,1.1338,59.09983,122.17508,1223.66316,62.48897,423.88275
45,2026-07-01T13:00:45,history,0.94869,60.85845,119.89041,1198.11304,61.35273,416.03105
46,2026-07-01T13:00:46,history,1.21847,58.83375,124.18637,1216.26667,64.03526,424.24745
47,2026-07-01T13:00:47,history,1.13652,59.11283,123.24266,1215.06579,64.06645,421.48384
48,2026-07-01T13:00:48,history,1.05626,60.96809,114.76141,1185.47286,59.70858,413.16394
49,2026-07-01T13:00:49,history,1.043,60.21969,113.49076,1189.8726,60.98312,413.45365
50,2026-07-01T13:00:50,history,1.0929,59.70327,122.54023,1205.12638,63.61556,420.85529
51,2026-07-01T13:00:51,history,0.88624,61.17284,108.69263,1196.92136,59.21795,419.14583
52,2026-07-01T13:00:52,history,1.07586,58.54723,121.89377,1226.00794,62.82516,423.59466
53,2026-07-01T13:00:53,history,1.14673,60.67449,111.3775,1190.50311,59.71034,412.05815
54,2026-07-01T13:00:54,history,0.96673,60.34366,120.16523,1215.81053,63.47574,420.68091
55,2026-07-01T13:00:55,history,0.99285,62.2037,115.39544,1200.1468,61.10485,417.61391
56,2026-07-01T13:00:56,history,0.97023,60.07059,121.06338,1201.22284,61.47586,423.59709
57,2026-07-01T13:00:57,history,0.92586,59.1476,118.71011,1218.20643,62.23485,421.42275
58,2026-07-01T13:00:58,history,0.95607,60.18961,120.20711,1204.22332,63.32133,417.40936
59,2026-07-01T13:00:59,history,1.17913,62.34298,113.65208,1180.42703,59.58878,413.83474
60,2026-07-01T13:01:00,history,1.12943,62.10459,107.70789,1178.74536,60.19955,410.02907
61,2026-07-01T13:01:01,history,1.58567,60.95941,111.33172,1157.46678,58.33361,403.60601
62,2026-07-01T13:01:02,history,1.54314,59.85887,109.90937,1161.19116,61.42015,404.08549
63,2026-07-01T13:01:03,history,1.17334,61.23508,112.50422,1194.55801,60.26087,416.70608
64,2026-07-01T13:01:04,history,1.58878,60.09922,112.47873,1155.05058,60.16639,399.39416
65,2026-07-01T13:01:05,history,1.52732,60.48652,108.51172,1151.76588,58.95812,404.19429
66,2026-07-01T13:01:06,history,1.52503,59.70099,111.00786,1154.72988,61.18745,405.63043
67,2026-07-01T13:01:07,history,1.04891,62.22189,117.60853,1192.05836,61.44035,412.18516
68,2026-07-01T13:01:08,history,1.43508,61.10313,112.48305,1172.33266,60.12189,408.14159
69,2026-07-01T13:01:09,history,1.2823,61.72304,109.69392,1173.72097,58.0292,407.36532
70,2026-07-01T13:01:10,history,1.17557,60.4442,113.38734,1173.93376,59.55888,409.15946
71,2026-07-01T13:01:11,history,1.30456,60.79169,109.23054,1177.40523,58.39841,413.42472
72,2026-07-01T13:01:12,history,1.05749,60.76405,112.24726,1192.433,60.4326,415.87484
73,2026-07-01T13:01:13,history,1.63157,59.63444,111.80926,1158.4295,62.46495,395.18172
74,2026-07-01T13:01:14,history,1.21826,60.74376,113.68192,1178.29754,61.46017,408.95142
75,2026-07-01T13:01:15,history,1.34625,60.03967,113.80437,1178.35316,58.33336,410.4114
76,2026-07-01T13:01:16,history,1.3278,60.08726,110.11554,1173.96518,59.28027,411.66072
77,2026-07-01T13:01:17,history,1.28722,60.33586,111.81241,1178.89648,58.44742,412.96242
78,2026-07-01T13:01:18,history,1.6396,58.9995,110.91704,1163.71449,59.81026,400.10097
79,2026-07-01T13:01:19,history,1.56869,58.48589,113.58447,1153.21706,63.37488,398.46765
80,2026-07-01T13:01:20,history,1.28805,62.50798,114.50014,1174.193,59.3192,407.78212
81,2026-07-01T13:01:21,history,1.31154,60.86307,113.76928,1170.88597,60.9727,412.60687
82,2026-07-01T13:01:22,history,1.54462,58.39691,114.25153,1155.1751,62.86781,392.82675
83,2026-07-01T13:01:23,history,1.11666,57.40571,118.02453,1171.02557,65.53896,399.38838
84,2026-07-01T13:01:24,history,1.63581,59.18142,115.84153,1153.25323,61.52097,390.71565
85,2026-07-01T13:01:25,history,1.63813,59.12627,116.32766,1148.06413,61.83425,397.74688
86,2026-07-01T13:01:26,history,1.45243,59.00121,112.70449,1148.87515,64.19127,397.44176
87,2026-07-01T13:01:27,history,1.78448,59.22502,113.69052,1146.45059,62.43247,397.46212
88,2026-07-01T13:01:28,history,1.76049,60.182,112.27671,1145.77377,60.59477,399.54006
89,2026-07-01T13:01:29,history,1.6885,59.82734,106.93748,1153.35264,61.60864,395.67162
90,2026-07-01T13:01:30,history,1.43501,58.08584,112.63836,1156.26564,62.7425,395.52791
