step,timestamp,split,vibration_rms,temperature_c,current_a,speed_rpm,acoustic_db,pressure_kpa
0,2026-07-01T15:08:32,future,1.55308,64.66419,199.08383,1483.25537,60.41467,402.6353
1,2026-07-01T15:08:33,future,0.89004,67.6153,194.00525,1438.62614,63.64866,415.98232
2,2026-07-01T15:08:34,future,1.72885,58.71922,187.78466,1478.19078,63.62563,416.12731
3,2026-07-01T15:08:35,future,1.54947,68.07017,199.00237,1484.04445,67.05262,397.4114
4,2026-07-01T15:08:36,future,1.03629,72.23987,196.56706,1489.02589,59.73205,403.90762
5,2026-07-01T15:08:37,future,1.33497,70.82968,187.75133,1431.60857,65.0449,425.05403
6,2026-07-01T15:08:38,future,1.02599,58.85311,187.69895,1426.51026,59.70618,419.70641
7,2026-07-01T15:08:39,future,0.97437,68.21981,189.95638,1434.33439,65.392,420.25469
8,2026-07-01T15:08:40,future,1.2352,57.96827,185.58707,1428.52913,59.43878,425.49992
9,2026-07-01T15:08:41,future,1.56746,61.67604,203.47594,1494.89448,60.90468,397.78468
10,2026-07-01T15:08:42,future,0.87962,69.12896,194.07503,1426.39158,65.38744,416.80815
11,2026-07-01T15:08:43,future,1.15457,69.96432,202.2146,1493.47808,62.42807,396.93253
12,2026-07-01T15:08:44,future,1.03908,71.5563,201.40121,1498.96852,62.74711,398.13772
13,2026-07-01T15:08:45,future,1.43817,58.74827,188.24094,1452.68678,65.41693,416.46516
14,2026-07-01T15:08:46,future,1.61219,67.59718,200.29531,1486.53273,64.79452,395.49407
15,2026-07-01T15:08:47,future,1.41715,57.90497,184.67063,1447.6761,59.01565,422.59636
16,2026-07-01T15:08:48,future,1.05089,60.42471,191.35109,1426.37516,62.30277,411.64828
17,2026-07-01T15:08:49,future,1.71843,63.44118,201.19667,1453.56413,66.66316,402.32247
18,2026-07-01T15:08:50,future,1.61558,65.5466,202.12835,1484.47867,65.59267,397.67978
19,2026-07-01T15:08:51,future,0.96045,58.1069,192.43801,1483.49583,64.46077,400.8368
20,2026-07-01T15:08:52,future,1.25377,58.74666,185.41425,1446.84077,65.14813,407.55905
21,2026-07-01T15:08:53,future,1.09395,60.43454,185.45319,1421.22301,61.75758,414.76143
22,2026-07-01T15:08:54,future,1.71319,67.31052,198.47421,1469.36535,65.9554,394.80394
23,2026-07-01T15:08:55,future,1.4007,59.05237,186.2556,1449.14016,65.24032,411.301
24,2026-07-01T15:08:56,future,0.98531,61.00824,193.11871,1429.00546,62.56324,418.69907
25,2026-07-01T15:08:57,future,1.71193,66.35905,201.85399,1472.53671,64.27219,398.30739
26,2026-07-01T15:08:58,future,1.12211,62.7519,192.4697,1431.5883,61.68677,413.18562
27,2026-07-01T15:08:59,future,1.63321,64.62071,201.23861,1462.98633,64.6997,399.38119
28,2026-07-01T15:09:00,future,0.9956,71.95902,198.23933,1490.99223,59.24084,401.49339
29,2026-07-01T15:09:01,future,1.63917,65.69032,197.30934,1464.26412,63.79711,401.39348
30,2026-07-01T15:09:02,future,1.61986,67.50224,196.41525,1466.8024,64.98556,401.88925
31,2026-07-01T15:09:03,future,1.502,60.79285,187.94639,1420.67453,63.13479,423.48589
32,2026-07-01T15:09:04,future,1.19233,70.21311,189.75073,1422.41932,64.07023,420.23751
33,2026-07-01T15:09:05,future,0.92336,70.16891,198.00114,1485.92798,60.7645,400.99133
34,2026-07-01T15:09:06,future,1.56101,63.98381,197.50864,1447.43994,64.40167,403.03613
35,2026-07-01T15:09:07,future,1.31793,57.86125,187.46504,1429.50196,59.55081,424.50647
36,2026-07-01T15:09:08,future,1.44239,73.0501,187.41616,1459.66052,59.02985,411.63051
37,2026-07-01T15:09:09,future,1.45253,58.11711,188.19185,1435.44771,65.52836,411.17075
38,2026-07-01T15:09:10,future,1.58953,65.11607,196.48761,1456.83522,63.94564,403.90816
39,2026-07-01T15:09:11,future,1.40674,65.59502,203.62184,1469.82455,59.8019,402.87184
40,2026-07-01T15:09:12,future,1.21499,58.83486,186.28903,1457.03172,65.64736,408.35342
41,2026-07-01T15:09:13,future,1.75841,65.58007,202.52152,1453.82947,65.34839,398.38161
42,2026-07-01T15:09:14,future,1.56949,68.56675,200.81338,1481.59023,66.00864,399.39232
43,2026-07-01T15:09:15,future,1.05189,71.20715,196.25818,1483.07703,59.08799,405.29591
44,2026-07-01T15:09:16,future,1.16431,59.61185,193.48211,1490.57769,63.23415,397.36312
